instanța	cod	site	email	telefon	fax	program	adresa																		
Judecătoria MEDGIDIA	JudecatoriaMEDGIDIA	http://portal.just.ro/256/SitePages/prezentare.aspx	jud-medgidia-reg@just.ro	0241 – 810287	0241/810287int 310; 0241/810687	"Programul de lucru : 8:00 - 16:00
Program de lucru cu publicul: 
Arhiva: Luni, Miercuri, Joi şi Vineri: 08,30 - 12,30
Marti : 11,30 - 15,30
Biroul executări penale: 
Luni, Miercuri, Joi şi Vineri: 08,00 - 12,00 
Marţi: 11,00 - 15,00
Biroul de informare şi relaţii publice:
Luni, Marţi, Miercuri, Vineri : 08,00 – 16,00
Joi : 08,00 – 18,00
Biroul executări civile: Zilnic: 08,00 – 11,00"	Medgidia, str. Independenţei, nr. 14, judeţul Constanţa																		
Judecătoria MEDIAŞ	JudecatoriaMEDIAS	http://portal.just.ro/257/SitePages/prezentare.aspx	jud.medias@just.ro	0269-845048, 0269-842439	0269-846707	"Programul de funcţionare al instanţei este de luni până vineri, zilnic între orele 7,00-15,00.
Programul  cu publicul este zilnic, în cadrul programului de lucru, între orele 8,00 -12,00 şi se desfăşoară în cadrul biroului arhivă-registratură.
"	Mediaş, Strada Unirii, nr. 10, cod. 551025, Judeţul Sibiu, România																		
Judecătoria MIERCUREA CIUC	JudecatoriaMIERCUREACIUC	http://portal.just.ro/258/SitePages/prezentare.aspx	jud-miercureaciuc@just.ro	0266-310306	0266-311275	"Programul cu publicul al Compartimentului Registratură – Arhivă parter camerele 3-4
 Luni 8:00 – 12:00, Marţi 8:00 – 12:00,  Miercuri 8:00 – 12:00 şi 15:00 – 17:00, Joi 8:00 – 12:00, Vineri 8:00 – 10:00
Program pentru primirea cererilor de desfacere a căsătoriei etaj I. camera 120
 Marţi 10:00 - 13:00, Miercuri  10:00 - 13:00"	Str. Szasz Endre nr.6, 530132, Miercurea-Ciuc, Jud. Harghita																		
Judecătoria MIZIL	JudecatoriaMIZIL	http://portal.just.ro/259/SitePages/prezentare.aspx	jud.mizil@just.ro	0244/251148	0244/253050	"Biroul de informare şi relaţii publice:
Luni – Vineri -12:00 - 15:30
Joi  -12:00 - 16:30
Arhiva:
Luni – Vineri - 9:00 - 13:30
Registratura:
Luni – Vineri - 9:00 - 13:30
Judecătorul de serviciu:
Luni – Vineri - 9:00 - 13:30
Ora de începere a şedinţelor de judecată: - ora 9:00"	Str. Mihai Bravu nr. 71, Mizil, judeţul Prahova, cod poştal 105800																		
Judecătoria MOINEŞTI	JudecatoriaMOINESTI	http://portal.just.ro/260/SitePages/prezentare.aspx	judecatoria-moinesti-reg@just.ro	0234-365662	0234-361028	"Persoane de contact :
judecător Darie Daniel  - presedinte instanţă
- audienţe : vineri între orele 9:00 – 13:00
judecător Darie Daniel - biroul de relaţii şi informaţii publice
- program zilnic, între orele 9:00 – 13:00 
- program suplimentar, luni între orele 15:00 – 17:00
grefier Toma Nicoleta Camelia - grefier şef"	Str. Vasile Alecsandri nr. 34, Moinesti, jud. Bacau																		
Judecătoria MOLDOVA-NOUĂ	JudecatoriaMOLDOVANOUA	http://portal.just.ro/261/SitePages/prezentare.aspx	marioara.damian@just.ro	0255541329	0255542270	"Programul de funcţionare al instanţei: luni-vineri 8,00-16,00
Programul de lucru cu publicul al compartimentelor auxiliare :
Arhivă/Registratură Luni – Vineri 8:30 – 12:30, Joi 15:30 – 17:30
Biroul Informare şi Relaţii Publice  Luni – Vineri 8:00 – 16:00, Joi 16:00 – 19:00"	Moldova Nouă, Str. 1 Decembrie 1918 nr. 21, jud. Caras Severin																		
Judecătoria MORENI	JudecatoriaMORENI	http://portal.just.ro/262/SitePages/prezentare.aspx	jud-moreni@just.ro	0245 / 666.045	0245 / 666.045	"Programul de functionare al instantei
Luni - vineri ora 8:00 – 16:00
Programul de functionare cu publicul al biroului de informare si relatii publice
Luni, miercuri, joi, vineri 8:00 – 16:00
Marti 8:00 – 19:00
Program cu publicul arhiva-registratura
Luni -vineri 09:00 - 13:00"	Str. 22 Decembrie 1989, nr. 91,  Moreni,  judeţul Dâmboviţa																		
Judecătoria MOTRU	JudecatoriaMOTRU	http://portal.just.ro/263/SitePages/prezentare.aspx	jud-motru@just.ro	0253-410.542	0253-410.542	...	Bulevardul Trandafirilor nr.3B, Motru,  judeţul Gorj, codul poştal 215200																		
Judecătoria NĂSĂUD	JudecatoriaNASAUD	http://portal.just.ro/265/SitePages/prezentare.aspx	judecatoria-nasaud@just.ro	0263-361058	0263-361059	"Activitatea se desfăşoară potrivit programului de lucru prevăzut în Regulamentul de organizare interioară a instanţelor respectiv între orele 8,00-16,00.
Programul de acces al publicului la sectoarele de activitate de interes este stabilit potrivit regulamentului, după cum urmează:
- Registratură (etaj 2): - zilnic între orele 8,30 - 11,30
- Arhivă (etaj 2): - luni-joi între orele 8,30 - 12,30
- Birou informaţii si relaţii cu publicul (etaj 2): 
- zilnic între orele 8,00 - 15,00
- miercuri: 8,00 - 18,00"	Str. Vasile Naşcu, nr.49, Cod poştal 425200, Nasaud, Judeţul Bistriţa-Năsăud																		
Judecătoria NEGREŞTI-OAŞ	JudecatoriaNEGRESTIOAS	http://portal.just.ro/266/SitePages/prezentare.aspx	judecatoria-negrestioas@just.ro	0261-855122	0261-853320	"Programul de activitate al instanţei
luni – vineri  7,30 – 15,30
Program de lucru cu publicul 
luni – vineri   9.00-13.00
Program de lucru cu publicul în perioada vacanţei judecătoreşti
luni – vineri
registratura   9.00-11.00
arhiva   9.00-11.00"	Aleea Trandafirilor nr. 7, Negresti-Oas, jud. Satu Mare																		
Judecătoria NOVACI	JudecatoriaNOVACI	http://portal.just.ro/267/SitePages/prezentare.aspx	jud-novaci@just.ro	0253-466.498	0253-466.498	"Arhivă 
Program: zilnic 9:00-13:00
Biroul de informare şi relaţii cu publicul
Program: Luni, Marti, Joi, Vineri 9:00-16:00, Miercuri  9:00-18:00"	Gorj, Novaci, Str. Parângului, Nr.57																		
Judecătoria ODORHEIUL SECUIESC	JudecatoriaODORHEIULSECUIESC	http://portal.just.ro/268/SitePages/prezentare.aspx	jud-odorhei@just.ro	0266-213.127	0266-214.544	"Programul de funcţionare este în zilele lucrătoare între orele 7,30 – 15,30, iar şedinţele de judecată sunt publice, în afara cazurilor prevăzute de lege.
Serviciul arhivă registratură are program cu publicul luni - joi între orele 9,00 – 13,00, vineri între orele 9,00 – 12,00.
Programul Biroului de relaţii cu publicul şi presă coincide cu programul de lucru al instanţei."	str. Betlen Gabor nr.1, Odorheiul Secuiesc, jud. Harghita, cod  535600																		
Judecătoria OLTENIŢA	JudecatoriaOLTENITA	http://portal.just.ro/269/SitePages/prezentare.aspx	jud-oltenita@just.ro	0242/511.880	0242/513.838	"COMPARTIMENTE - PROGRAMUL DE LUCRU CU PUBLICUL
Biroul de Informare şi Relaţii Publice - etaj 1, cam. 33 ; parter- cam. 26 - Luni şi Miercuri: 8 -17; Marţi, Joi şi Vineri: 8 -16
Arhiva –registratură parter - cam. 12, 13 - Luni – Vineri: 9 - 14 
Biroul persoane juridice - etajul 1, cam. 36 - Luni - Vineri - 10 - 14
Biroul asociaţii de proprietari- parter, cam. 26 - Luni – Vineri: 10 - 14
Biroul executări penale – etaj 1 , cam. 39 - Luni – Vineri: 9 - 13
Eliberare certificate de grefă - etaj 1, cam. 41 - Luni – Vineri: 10- 14"	Municipiul Olteniţa, Bd. Tineretului nr. 123, cod poştal 915400, jud. Calarasi																		
Judecătoria ONEŞTI	JudecatoriaONESTI	http://portal.just.ro/270/SitePages/prezentare.aspx	jud-onesti-gref@just.ro	0234311224	0234326170	"REGISTRATURĂ
Judecător de serviciu: parter, cam.10
Program cu publicul: zilnic, între orele 900 - 1300
ARHIVĂ
Legalizări: parter, cam. 11
Program cu publicul: zilnic, între orele 9 00 - 13 00
BIROU EXECUTĂRI PENALE
Parter, cam. 15
Program cu publicul: zilnic, între orele 9 00 - 13 00 .
BIROU EXECUTĂRI CIVILE
Parter, cam. 15
Program cu publicul: zilnic, între orele 9 00 - 13 00 .
BIROU PERSOANE JURIDICE
Etajul 1, cam. 22
Program cu publicul: Luni, între orele 10 00 - 14 00 .
 BIROUL DE INFORMARE ŞI RELAŢII PUBLICE
Etajul 1 cam. 17
Program zilnic, între orele 9 00 - 13 00 şi miercuri între orele 1600 - 1900"	str. Tineretului nr.1, Onesti, jud. Bacău cod 601068 																		
Judecătoria ORADEA	JudecatoriaORADEA	http://portal.just.ro/271/SitePages/prezentare.aspx	jud-oradea-reg@just.ro	0259.412047	0359/432758	"1. program de lucru în instanţă: 8:00-16:00.
2. şedinţele de judecată încep de regulă la ora 8 sau la ora înscrisă în citaţie.
3. Program - Biroul de preluări acte: luni-joi, 9 - 11:30 vineri 9 – 11.
- cereri înfiinţare modificare asociaţii, fundaţii sindicate: vineri, orele 11-12.
4. Program registratură: - luni şi miercuri orele 8:30 - 12:00,
- marţi şi joi orele 8:30 - 12:00 şi 14:00-15:00,
- vineri orele 8:30 - 11:00.
5. Program arhivă: luni-joi 8:30 - 12:00 şi vineri 8:30 - 11:30.
6. Program arhiva veche: joi orele 8:30 - 12:30.
7. Program Birou informare şi relaţii publice: zilnic, 9:00 - 13:00, joi 14:00-17:00."	Oradea,  jud. Bihor, Str. Primăriei  nr. 13, Cod 410209																		
Judecătoria ORAŞTIE	JudecatoriaORASTIE	http://portal.just.ro/272/SitePages/prezentare.aspx	judecatoria.orastie@just.ro	0254 247.582 –int.13	0254 247.582	"Programul de funcționare al instanței
Luni – vineri 7:30 – 15:30
Arhivă - registratură
Luni – vineri 09:00 – 12:00
Program arhiva - registratura luna iulie si august
Marti - 10:00-12:00
Joi - 10:00-12:00
Program de audiențe
Judecător Florea Napoleon - președinte judecătoria Orăștie
Luni 9:00 – 13:00
Vineri 9:00 – 13:00"	Orastie, str.Gheorghe Baritiu nr.10																		
Judecătoria ORAVIŢA	JudecatoriaORAVITA	http://portal.just.ro/273/SitePages/prezentare.aspx	ovidiu.roman@just.ro	0255571954	0255571964	"Programul de funcţionare al instanţei: luni-vineri 7,30-15,30
Programul de lucru cu publicul al compartimentelor auxiliare:
Arhiva/Registratura: Luni – Joi 8:30 – 12:30, Joi 15:30 – 17:30, Vineri 8:30 – 10:30
Biroul de Informare si Relatii Publice: Luni vineri 10:00 – 14:30, Joi 15:30 – 17:30"	Oraviţa, Piaţa Revoluţiei nr. 2, jud. Caras Severin																		
Judecătoria ORŞOVA	JudecatoriaORSOVA	http://portal.just.ro/274/SitePages/prezentare.aspx	mioara.ciobotea@just.ro	0252/361593	0252/361214	Luni-Vineri 8-16	Orşova, str. 1 Decembrie 1918, nr.16c, judeţul Mehedinţi																		
Judecătoria PANCIU	JudecatoriaPANCIU	http://portal.just.ro/275/SitePages/prezentare.aspx	jud-panciu@just.ro	0237/275325	0237/275800 sau 0337816996		Bd. Independentei nr.3, Bl.36 , sc.1A,Localitatea Panciu,Judeţul Vrancea,Cod 625400																		
Judecătoria PAŞCANI	JudecatoriaPASCANI	http://portal.just.ro/866/SitePages/prezentare.aspx	judecatoria–pascani–gref@just.ro	0232-762171	0232-762697; 0232-767999	"Birouri personal de conducere:
 Program cu publicul: Zilnic 09.00 - 15.00.
Biroul persoane juridice:
Program cu publicul: Zilnic 09.00 - 13.00.
Arhiva:
Program cu publicul: Marţi - Vineri:    09.00 - 13.00, Luni:    09.00 - 15.00.
Registratura:
Program cu publicul: Marţi - Vineri: 09.00 - 13.00, Luni:    09.00 - 15.00.
Biroul executări civile:
Program cu publicul: Zilnic 09.00 - 13.00.
Biroul de Informare şi Relatii Publice:
Program cu publicul: Zilnic 08.00 - 16.00, Joi:    16.00 - 19.00."	Paşcani, str.Grădiniţei nr.8, cod poştal 705200, judeţul  Iaşi																		
Judecătoria PĂTĂRLAGELE	JudecatoriaPATARLAGELE	http://portal.just.ro/277/SitePages/prezentare.aspx	jud.patarlagele@just.ro	0238550156	0238550519	"Program cu publicul
Judecătorul de serviciu
Luni - vineri : 9 - 13 
Grefier delegat – Daniel Gavrilă
Judecător coordonator - Neculae Toader
Arhivă-registratură
Luni - vineri  9 – 13
Joi 16-19 (numai pentru experţi)"	Oraşul Pătârlagele, str. Nicolae Bălcescu, nr.43, judeţul Buzău, cod 127430																		
Judecătoria PETROŞANI	JudecatoriaPETROSANI	http://portal.just.ro/278/SitePages/prezentare.aspx	judecatoria.petrosani@just.ro	0254/541535	0254/541535	"Programul de lucru al instantei
Luni – vineri 8:00 – 16:00
Registratura - parter, camera 20
Luni – vineri 8:00 – 12:00
Arhiva - parter, camera 21 
Luni – vineri 10:00 – 14:00"	Str. 1 Decembrie 1918, nr. 77,  332005 Petroşani, jud. Hunedoara																		
Judecătoria PIATRA-NEAMT	JudecatoriaPIATRANEAMT	http://portal.just.ro/279/SitePages/prezentare.aspx	jud-piatraneamt@just.ro	0233214019	0233216585	"Programul de funcţionare cu publicul al compartimenutului registratură-arhivă
Luni
08,30-12,30 -> program cu publicul
15,30-16,00 -> eliberare certificate de grefă
Marţi
08,30-12,30 -> program cu publicul
13,00-14,00 -> program exclusiv pentru persoanele juridice în vederea depunerii actelor la dosar, cereri de chemare în judecată, ridicare acte şi studiu dosar.
15,30-16,00 -> eliberare certificate de grefă
Miercuri
08,30-12,30 -> program cu publicul
15,30-16,00 -> eliberare certificate de grefă
Joi
08,30-12,30 -> program cu publicul
13,00-14,00 -> program exclusiv pentru persoanele juridice în vederea depunerii actelor la dosar, cereri de chemare în judecată, ridicare acte.
15,30-16,00 -> eliberare certificate de grefă 
Vineri - închis"	"Str. Mihai Eminescu nr. 30
Piatra Neamt, jud. Neamt, 610029"																		
Judecătoria PITEŞTI	JudecatoriaPITESTI	http://portal.just.ro/280/SitePages/prezentare.aspx	jud-pitesti@just.ro	(0248) 224 018	(0248) 210102	"Program arhivă
08:00 - 11:00 - Justiţiabili 
11:00 - 12:00 - Avocaţi şi jurişti
Program executări penale
10:00 - 11:00 - Justiţiabili 
11:00 - 12:00 - Avocaţi
Program judecător de serviciu
Zilnic - 09:00 - 12:00"	Piteşti, Bd. Eroilor nr. 5, jud. Arges																		
Judecătoria PLOIEŞTI	JudecatoriaPLOIESTI	http://portal.just.ro/281/SitePages/prezentare.aspx	jud.ploiesti@just.ro	0244/544781	0244/542506	"BIROUL GREFIERULUI ŞEF
Program de lucru :- eliberare recipise C.E.C : Marţi şi Joi : 9-11
BIROUL DE INFORMAŢII ŞI RELAŢII PUBLICE, RELAŢII MASS-MEDIA ŞI PETIŢII 
Program de lucru : Luni,Marţi, Miercuri, Vineri 8:30-15:30, Joi: 8:30-18:30 
ARHIVĂ CURENTĂ 
Program de lucru : avocatii având prioritate : Luni, Marţi, Miercuri, Joi, Vineri 9-13
Eliberare copii xerox: 
-eliberare copii xerox : Luni Marţi Miercuri, Joi, Vineri 12:30-13:00
Alte cereri prevăzute de lege sau regulamente:
Program de lucru: 
cu experţii : Marţi 13:30-15:30, cu posibilitatea suplimentară de consultare dosare în timpul programului cu justiţiabili.
cu executorii : Luni, Miercuri, Vineri 13:30-14:30
ARHIVĂ VECHE
Program de lucru : Luni, Miercuri, Vineri:  9-13
REGISTRATURĂ 
Program de lucru: Luni - Vineri 9:30-13:00
cu executorii: Luni - Vineri  8:30-9:30
BIROUL PERSOANE JURIDICE
Program de lucru : Luni - Vineri 9:30-13:00
BIROUL PERSOANE JURIDICE
Program de lucru : cu justiţiabili : Luni, Miercuri, Joi 11:30-12:30"	Str. Văleni nr. 44, cod poştal 100125, Ploiesti, jud. Prahova																		
Judecătoria PODU TURCULUI	JudecatoriaPODUTURCULUI	http://portal.just.ro/829/SitePages/prezentare.aspx	judecatoria-poduturcului-gref@just.ro	0234/289630; 0234/289636	0234/289630 sau 0234/289003	"Programul de lucru al judecătoriei este între orele 8:00 – 16:00.
 Programul de lucru cu publicul se desfăşoară după cum urmează:
- Arhivă: de luni până vineri între orele 8:30 – 15:30;
- Registratură: de luni până vineri între orele 8:30 – 15:30;
- Biroul executări civile şi contravenţionale: marţi şi joi între orele 11:00 – 14:00;
- Biroul executări penale: marţi şi joi între orele 11:00 – 14:00;
- Biroul de informare şi relaţii publice: luni, marţi, joi şi vineri între orele 8:30 – 15:30, miercuri între orele 15:00 – 18:00;
 - Audienţe:   joi ,  între orele 09:00 – 12:00."	Comuna Podu Turcului str. Tudor Vladimirescu nr. 96 jud. Bacău																		
Judecătoria POGOANELE	JudecatoriaPOGOANELE	http://portal.just.ro/282/SitePages/prezentare.aspx	jud.pogoanele@just.ro	0238552513	0238552317	"Programul de lucru al instanţei este zilnic de la orele 8,00 la orele 16,00.
Pentru public arhiva şi registratura instanţei sunt deschise zilnic între orele 9,00-13,00"	Str.Unirii, nr.51, cod 125200, Pogoanele, Judetul Buzau																		
Judecătoria PUCIOASA	JudecatoriaPUCIOASA	http://portal.just.ro/283/SitePages/prezentare.aspx	jud-pucioasa@just.ro	0245/762255	0245/762255	...	Pucioasa, Strada Garii nr. 10, judetul Dambovita,  Cod postal: 135400																		
Judecătoria RĂCARI	JudecatoriaRACARI	http://portal.just.ro/284/SitePages/prezentare.aspx	jud-racari@just.ro	0245 658 744	0245 658 744	Luni - Vineri 08.00 - 16.00	Răcari, str. Ana Ipătescu, nr. 88, jud. Dâmbovița																		
Judecătoria RĂDĂUŢI	JudecatoriaRADAUTI	http://portal.just.ro/285/SitePages/prezentare.aspx	jud-radauti@just.ro	0230-561828	0230-562952	"La Judecătoria Rădăuţi, şedinţele de judecată se desfăşoară zilnic, începând cu ora 8:30 (cu excepţia zilelor nelucrătoare).
Locaţia acestora se stabileşte la înregistrarea cauzei, prin repartizarea în funcţie de cele 4 - 5 complete existente, părţile fiind încunoştiinţate odată cu primirea citaţiei sau cu ocazia termenului în cunoştinţă.
 Programul de funcţionare şi programul de audienţe:
- Biroul judecător serviciu: zilnic 9:30 - 13:00;
- Biroul grefierului şef: zilnic 7:00 - 15:00;
- Biroul persoane juridice: zilnic 7:00 - 15:00;
- Biroul informaţii şi relaţii mass-media: zilnic 7:00 - 15:00, joia şi 15:00 - 17:00;
- Biroul executări penale: zilnic 7:00 - 15:00;
- Biroul executări civile şi contravenţionale: zilnic 7:00 - 15:00;
- Biroul arhivă şi registratură: zilnic 9:00 - 12:00."	Radauti, Piata Unirii, nr. 644, jud. Suceava																		
Judecătoria RĂDUCĂNENI	JudecatoriaRADUCANENI	http://portal.just.ro/286/SitePages/prezentare.aspx	judecatoria-raducaneni-gref@just.ro	0232-292315	0232-273999	"Biroul de Informare şi relaţii publice:
Zilnic: 08.00 - 16.00
Joi: 08.00 - 19.00
Birou Statistică: grefier Stoica Viorica
Arhivă registratură: 
luni - vineri : 09.30 - 13.30"	Răducăneni, judeţul Iaşi, cod poştal: 707400																		
Judecătoria RÂMNICU SARAT	JudecatoriaRAMNICUSARAT	http://portal.just.ro/287/SitePages/prezentare.aspx	jud.ramnicusarat@just.ro	0238 563992	0238 563992	"Program de funcţionare al instanţei:
zilnic între orele 7:30-15:30
Biroul informaţii si relaţii cu publicul are program cu publicul:
luni, miercuri, joi, vineri intre orele 10:00 -13:00
Compartimentul arhiva are următorul program cu publicul:
zilnic, intre orele 9:00 -13:00
Grefier de serviciu desemnat cu atribuţiuni de judecător de serviciu:
zilnic intre orele 9:00 -13:00"	Jud.Buzău, Râmnicu Sărat, Strada: Gheorghiţă Lupescu, nr.  7																		
Judecătoria RÂMNICU VÂLCEA	JudecatoriaRAMNICUVALCEA	http://portal.just.ro/288/SitePages/prezentare.aspx	jud-ramnicuvalcea@just.ro	0250.731536	0250.731657	"Programul de lucru al instanţei începe la ora 8.00 şi se termină la ora 16.00.
Şedinţele de judecată vor începe, de regulă, la ora 09.30, putând fi fixate şi şedinţe succesive, iar în cazuri justificate şi după-amiaza.
Registratura primeşte zilnic cereri şi dă lămuriri petiţionarilor, în conditiile legii, 
între orele 09.00 – 12.00.
Intervalul orar 12.00 - 13.00 este destinat în exclusivitate avocatilor, consilierilor juridici, expertilor si executorilor judecătoretti.
Judecătorul delegat la compartimentul - persoane juridice – primeşte cereri şi dă lămuriri petiţionarilor în zilele de luni şi miercuri între orele 12.00- 14.00 .
Arhiva va fi deschisă zilnic pentru public, între orele 09.00 – 13.00.
Programul Biroului de informare şi relaţii publice coincide cu programul de lucru al instanţei, iar în ziua de miercuri a săptămânii acesta funcţionează şi între orele 16.00 – 18.00.
Programul de audienţe - la cerere, de catre purtătorul de cuvânt."	Scuarul Revoluţiei nr. 2, Rm. Vâlcea, jud. Valcea, Cod Poştal 240175																		
Judecătoria REGHIN	JudecatoriaREGHIN	http://portal.just.ro/289/SitePages/prezentare.aspx	jud-reghin-reg@just.ro	0265 – 512191	0265 – 513570	"Arhiva Judecătoriei Reghin:
Luni - Vineri orele 08,00 - 12,00
Registratura Judecătoriei Reghin
Luni - Vineri orele 08,00 - 12,00
Biroul de Informare și Relații Publice
Luni - Marți - Miercuri orele 08,00 - 16,00
Joi orele 08,00 - 19,00"	Reghin, Jud. Mureş, Str. Petru Maior nr. 45																		
Judecătoria REŞITA	JudecatoriaRESITA	http://portal.just.ro/290/SitePages/prezentare.aspx	nicolae.brumar@just.ro	0255213135	0255223750	"Programul de funcţionare al instanţei: luni-vineri 8,00-16,00 
Programul de lucru cu publicul al compartimentelor auxiliare:
Arhiva: Luni – Vineri 8:30 – 12:30, Joi 14:00 – 17:00
Biroul Informare şi Relaţii Publice: Luni – Vineri 8:30 – 12:30, Joi 14:00 – 17:00
Biroul executări penale: luni între orele 12,00 - 13,00
Organul financiar local pentru acordarea personalităţii juridice asociaţiilor de proprietari şi la Biroul persoane juridice si Arhiva de conservare : marţi între orele 10,00 - 12,00 
Compartimentul executări civile: luni între orele 12,00 - 13,00
Compartimentul executări silite: vineri între orele 10,00 - 12,00
Grefier Şef : Cererile de supralegalizare, restituire cauţiune se eliberează zilnic între orele 11,00 - 13,00
Programul de audienţe se va ţine în ultima vineri a fiecărei luni între orele 10,00 - 12,00"	Reşiţa, Str. Horia nr. 2-4, jud. Caras Severin																		
Judecătoria ROMAN	JudecatoriaROMAN	http://portal.just.ro/291/SitePages/prezentare.aspx	jud-roman@just.ro	0233743858	0233742583	"Compartiment ARHIVA
luni - vineri: 10-12
BIROUL DE INFORMARE ŞI RELAŢII PUBLICE
Zilnic 8-16, cu exceptia zilei de marţi cand programul este 8-19"	Piaţa Roman Vodă nr. 1, ROMAN, Jud. Neamt, 611022																		
Judecătoria ROŞIORI DE VEDE	JudecatoriaROSIORIDEVEDE	http://portal.just.ro/292/SitePages/prezentare.aspx	judecatoria-rosioridevede@just.ro	0247/466748	0247/460401	"BIROUL ARHIVĂ REGISTRATURĂ.
Studiu dosare instanţă ( de către părţi , apărători , experţi , reprezentanţi şi alte persoane care prezintă interes legitim conform regulamentului şi dispoziţiilor legale ) :
Zilnic : 9.00 – 13.00
Judecător de serviciu (în cadrul biroului Arhivă):
Zilnic : 9.00 -13.00
BIROUL DE INFORMARE ȘI RELAȚII CU PUBLICUL.
Zilnic : 8.00 -16.00"	Roşiorii de Vede , str. Mărăşeşti nr. 52, judeţul Teleorman																		
Judecătoria RUPEA	JudecatoriaRUPEA	http://portal.just.ro/293/SitePages/prezentare.aspx	judecatoria-rupea@just.ro	0268-260610	0268-260282	"Registratura - luni-vineri 8:00 - 13:30
Arhiva - luni-vineri 8:00 - 13:30
Judecător de serviciu - luni-vineri 8:00 - 13:30"	Str. Republicii nr. 155, Oras Rupea, jud. Brasov																		
Judecătoria SALIŞTE	JudecatoriaSALISTE	http://portal.just.ro/294/SitePages/prezentare.aspx	jud.saliste@just.ro	0269 – 553966	0269 – 553955	"Program  de  lucru  instanţă 
- Luni – Vineri   8 – 16
Program   Registratură  - Arhivă
- Luni – Vineri  8,30  – 13,30
Şedinţele  de  judecată   încep   la  ora  9"	Sălişte, Piaţa  Junilor, nr. 41, Judeţul  Sibiu, cod – 557225																		
Judecătoria SALONTA	JudecatoriaSALONTA	http://portal.just.ro/833/SitePages/prezentare.aspx	jud-salonta@just.ro	0359/800016, 0259/372556	0359/800017	"1. Program de lucru în instanţă: 8:00- 16:00.
2. Sedinţele de judecată încep de regulă la ora 9,00 sau la ora înscrisă în citaţie.
3. Program registratură: 
- luni – vineri între orele 8:30-12:30
- marţi şi joi orele 14:00-15:00
4. Program arhivă:        
- luni – vineri între orele 8:30-12:30
- marţi şi joi orele 14:00-15:00
5. Program Birou informare şi relaţii publice: 
Luni , miercuri , joi şi vineri  între orele:   8,00 -16,00
Marţi: 11,00 -19,00"	Municipiul Salonta, str. Oradiei, nr. 2, jud .Bihor																		
Judecătoria SÂNNICOLAUL MARE	JudecatoriaSANNICOLAULMARE	http://portal.just.ro/295/SitePages/prezentare.aspx	jud-sannicolaumare@just.ro	0256370110	0256370240	"REGISTRATURA       
-  zilnic 8.30 - 12.30
-  joi 15.30 - 17.30
ARHIVA                   
-  zilnic 8.30 - 12.30  
-  joi 15.30 - 17.30"	SANNICOLAU MARE, Str. 16 Decembrie 1989 nr. 8 , JUD. TIMIS																		
Judecătoria SATU MARE	JudecatoriaSATUMARE	http://portal.just.ro/296/SitePages/prezentare.aspx	judecatoria-satumare@just.ro	0261-711141, 0261- 712010	0261-713750	"Compartimentul arhivă: zilnic între orele 9 - 13
Compartimentul registratură: zilnic între orele 8 - 12"	Str. Mihai Viteazu nr. 8, Satu Mare, jud. Satu Mare, cod poştal 440037																		
Judecătoria SĂVENI	JudecatoriaSAVENI	http://portal.just.ro/297/SitePages/prezentare.aspx	anca.tucaliuc@just.ro	0231/540319	0231/540360	"PROGRAMUL DE FUNCŢIONARE AL INSTANŢEI
Programul de lucru la instanţă 7:30  - 15:30
Şedinţele de judecată încep la ora  8:30
Program judecător serviciu: zilnic  10:00 – 12:00              
Program arhivă:
- informaţii, studiu dosare: zilnic, 9:00 - 13:00 şi luni, 15:00 - 18:00
- eliberări acte, copii legalizate: zilnic, 9:00 - 13:00
- eliberări acte în materia învestire cu formulă executorie: zilnic, 9:00 - 13:00
Program birou informare şi relaţii publice 9:00 – 13:00"	Săveni, str. Dr. Ciucă nr. 1, judeţul Botoşani																		
Judecătoria SEBEŞ	JudecatoriaSEBES	http://portal.just.ro/298/SitePages/prezentare.aspx	valentin.cirstea@just.ro	0258/733146	0258/730976	"Program cu publicul la Compartimentul Arhivă – registratură:
Luni – Vineri : orele 9 – 13"	Sebeş, str. L. Blaga, nr.47 , jud. Alba																		
